study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Yoo2011	all	177.0	NA	sex	177.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	all	177.0	NA	healthy	177.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	all	177.0	NA	species	177.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	all	177.0	NA	medication	177.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	all	177.0	NA	weight	177.0	NA	NA	67.6	66.3	9.5	NA	44.0	106.3	kg	NA
Yoo2011	all	177.0	NA	height	177.0	NA	NA	173.2	173.0	9.5	NA	159.9	188.1	cm	NA
Yoo2011	all	177.0	NA	ethnicity	177.0	NA	chinese	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	group1	163.0	all	cyp2c9 genotype	163.0	NA	*1/*1	NA	NA	NA	NA	NA	NA	NA	NA
Yoo2011	group2	14.0	all	cyp2c9 genotype	14.0	NA	*1/*3	NA	NA	NA	NA	NA	NA	NA	NA
